utterance,gold_intent,facts,active_constraints,allowed_intents,suppressed_intents
give me an overview of the tenant usage statistics,summarization,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
investigate the async callback queue overflow,investigate,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': True, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
summarize the system hardening checklist compliance,summarization,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': True, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
how do I train a dog basic commands,out_of_scope,"{'is_question': True, 'question_word': 'how', 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",['block_execute'],"['investigate', 'summarize', 'ops']",['execute']
summarize what alerts fired during the incident window,summarization,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': True, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
why is the compaction process stalling on cassandra,investigate,"{'is_question': True, 'question_word': 'why', 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",['block_execute'],"['investigate', 'summarize', 'ops']",['execute']
summarize the third party integration health,summarization,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': True, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
run the chaos engineering test on staging,execution,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
what is anthropology,out_of_scope,"{'is_question': True, 'question_word': 'what', 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",['block_execute'],"['investigate', 'summarize', 'ops']",['execute']
summarize incident timeline,summarization,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': True, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
what is a supernova,out_of_scope,"{'is_question': True, 'question_word': 'what', 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",['block_execute'],"['investigate', 'summarize', 'ops']",['execute']
update the kerberos keytab on the server,execution,"{'is_question': False, 'question_word': None, 'has_imperative': True, 'imperative_verb': 'update', 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': True, 'mentions_system_state': False}",['allow_execute'],"['investigate', 'execute', 'summarize', 'ops']",[]
give me an overview of the external dependency health,summarization,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
why is the etcd cluster showing leader election issues,investigate,"{'is_question': True, 'question_word': 'why', 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': True, 'mentions_system_state': False}",['block_execute'],"['investigate', 'summarize', 'ops']",['execute']
summarize the api gateway performance for the past sprint,summarization,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': True, 'mentions_action': True, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
what is the greenhouse gas,out_of_scope,"{'is_question': True, 'question_word': 'what', 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",['block_execute'],"['investigate', 'summarize', 'ops']",['execute']
give me a brief on the vendor incident reports,summarization,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': True, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
how do I play tennis,out_of_scope,"{'is_question': True, 'question_word': 'how', 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",['block_execute'],"['investigate', 'summarize', 'ops']",['execute']
apply the resource quota to the namespace,execution,"{'is_question': False, 'question_word': None, 'has_imperative': True, 'imperative_verb': 'apply', 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': True, 'mentions_system_state': False}",['allow_execute'],"['investigate', 'execute', 'summarize', 'ops']",[]
who discovered electricity,out_of_scope,"{'is_question': True, 'question_word': 'who', 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",['block_execute'],"['investigate', 'summarize', 'ops']",['execute']
give me a brief on the service health dashboard metrics,summarization,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
provide a brief on the rollback rate trends,summarization,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': True, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
how do I make miso paste,out_of_scope,"{'is_question': True, 'question_word': 'how', 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",['block_execute'],"['investigate', 'summarize', 'ops']",['execute']
run the trivy vulnerability scan on the image,execution,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
cordon the node before maintenance,execution,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
why is the background sync job being preempted,investigate,"{'is_question': True, 'question_word': 'why', 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",['block_execute'],"['investigate', 'summarize', 'ops']",['execute']
apply the coredns custom forwarding rule,execution,"{'is_question': False, 'question_word': None, 'has_imperative': True, 'imperative_verb': 'apply', 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': True, 'mentions_system_state': False}",['allow_execute'],"['investigate', 'execute', 'summarize', 'ops']",[]
summarize the compliance remediation progress,summarization,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': True, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
enable cross-origin resource sharing headers,execution,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
summarize capacity report,summarization,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': True, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
why is the reverse proxy adding unexpected headers,investigate,"{'is_question': True, 'question_word': 'why', 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",['block_execute'],"['investigate', 'summarize', 'ops']",['execute']
check what is causing the cache stampede,investigate,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': True, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
