utterance,intent,entity_type,domain_valid,source,is_infrastructure,is_service,is_metric,is_incident,is_job,is_pipeline,is_unknown,is_sre_domain,has_runbook,is_known_incident,is_metric_query
run the cluster health verification script,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,1,0,0
rotate the ssl certificates on all endpoints,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,0,0,0
tell me about the sahara desert,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
summarize the test coverage and quality metrics,summarization,metric,1,level5_base,0,0,1,0,0,0,0,0,0,0,0
tell me about penguins,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
disable the noisy alerting rule temporarily,execution,metric,1,level5_base,0,0,1,0,0,0,0,0,1,0,0
configure the nfs export options for the new client,execution,service,1,level5_base,0,1,0,0,0,0,0,0,1,0,0
how do I make soap,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
how do I make natural dye,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
tell me about the gold rush,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
analyze the thread dump from app server,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,0,0,0
tell me about ancient rome,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
why is replication lagging,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,0,0,0
check what is causing the event loop blocking,investigate,metric,1,level5_base,0,0,1,0,0,0,0,0,0,0,0
enable http2 on the reverse proxy,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,1,0,0
provide a brief on the availability by region,summarization,metric,1,level5_base,0,0,1,0,0,0,0,0,0,0,0
investigate the segfault in the native module,investigate,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
why are there checksum mismatches in the storage layer,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
what is causing the write amplification on the database,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
what is the speed of a bullet,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
tell me about fashion,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
who is the president,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
investigate the network timeout between microservices,investigate,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
provide a brief on the change management board decisions,summarization,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,0,0,0
why is the service mesh reporting timeout for internal calls,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
what is a haiku,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
enable the preemptive cache warming job,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,1,0,0
capture a packet trace on the pod interface,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
what caused the data skew in the partitioned table,investigate,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
investigate the mismatch between reported and actual cpu,investigate,service,1,level5_base,0,1,0,0,0,0,0,1,0,0,1
summarize queue depth,summarization,service,1,level5_base,0,1,0,0,0,0,0,1,0,0,0
summarize user impact,summarization,unknown,1,level5_base,0,0,0,0,0,0,1,0,0,1,0
what is causing the abnormal number of goroutines,investigate,unknown,1,level5_base,0,0,0,0,0,0,1,0,0,0,0
what is literature,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
give me an overview of the api usage patterns,summarization,service,1,level5_base,0,1,0,0,0,0,0,1,0,0,1
tell me about butterflies,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
apply the datadog apm sampling configuration,execution,service,1,level5_base,0,1,0,0,0,0,0,0,1,0,0
what caused the alert flood at midnight,investigate,metric,1,level5_base,0,0,1,0,0,0,0,1,0,1,0
what is an electron shell,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
give me an overview of the endpoint latency distribution,summarization,service,1,level5_base,0,1,0,0,0,0,0,1,0,0,1
run the node affinity migration for gpu pods,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,1,0,0
tell me about the maya civilization,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
upgrade the control plane to the new version,execution,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
analyze the slow shutdown of the worker process,investigate,unknown,1,level5_base,0,0,0,0,0,0,1,0,0,0,0
provide a summary of the data replication lag trends,summarization,metric,1,level5_base,0,0,1,0,0,0,0,0,0,0,0
what is inflation,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
tell me about the silk road trade route,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
who is charles darwin,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
provide a recap of the database migration results,summarization,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
why is the object storage throughput degraded,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,1
set up the vpn tunnel to the partner network,execution,unknown,1,level5_base,0,0,0,0,0,0,1,0,1,0,0
configure the log shipping to the siem,execution,metric,1,level5_base,0,0,1,0,0,0,0,1,1,0,0
analyze the inconsistency in the distributed counter,investigate,unknown,1,level5_base,0,0,0,0,0,0,1,0,0,0,0
how do I make sourdough bread,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
summarize the cluster health over the past 30 days,summarization,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
reset network interface,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,0,0,0
summarize the service level objective performance,summarization,service,1,level5_base,0,1,0,0,0,0,0,1,0,0,0
deploy the new gateway api version,execution,service,1,level5_base,0,1,0,0,0,0,0,1,1,0,0
run the storage migration to the new array,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,1,0,0
analyze the numa imbalance on the multi-socket server,investigate,unknown,1,level5_base,0,0,0,0,0,0,1,0,0,0,0
what is a wormhole,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
tell me about the viking age,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
what is archaeology,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
give me a summary of the connection draining patterns,summarization,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,0,0,0
summarize deployment changes,summarization,pipeline,1,level5_base,0,0,0,0,0,1,0,1,0,0,0
apply security rules,execution,unknown,1,level5_base,0,0,0,0,0,0,1,0,1,0,0
give me event summary,summarization,unknown,1,level5_base,0,0,0,0,0,0,1,0,0,0,0
tell me about mount everest,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
analyze the slow query logs for the past hour,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,0,0,0
why is the secret rotation breaking dependent services,investigate,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
what is the largest country by area,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
push the puppet manifest changes to production,execution,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
run the smoke test suite after the deployment,execution,pipeline,1,level5_base,0,0,0,0,0,1,0,1,1,0,0
what is renewable energy,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
who is claude monet,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
enable the kernel huge pages for the database host,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,1,0,0
check why the alerting rule is not firing,investigate,metric,1,level5_base,0,0,1,0,0,0,0,0,0,0,0
check what triggered the node eviction,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
restart the elasticsearch cluster rolling,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,1,0,0
tell me about eagles,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
restart the gossip protocol seed nodes,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,1,0,0
why are the job workers being starved of resources,investigate,unknown,1,level5_base,0,0,0,0,0,0,1,1,0,0,0
provide a brief recap of the service ownership audit,summarization,service,1,level5_base,0,1,0,0,0,0,0,1,0,0,0
give me a summary of the distributed tracing insights,summarization,metric,1,level5_base,0,0,1,0,0,0,0,0,0,0,0
who wrote war and peace,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
how do I write poetry,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
configure the cosign policy for image verification,execution,pipeline,1,level5_base,0,0,0,0,0,1,0,0,1,0,0
what is the speed of sound,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
what is the law of thermodynamics,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
give me a summary of the api error taxonomy this sprint,summarization,service,1,level5_base,0,1,0,0,0,0,0,1,0,0,0
investigate the hot partition in the event stream,investigate,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
who is edgar allan poe,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
configure the session affinity timeout,execution,service,1,level5_base,0,1,0,0,0,0,0,0,1,0,0
how do I make a dreamcatcher,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
provide a recap of the endpoint coverage by synthetic monitors,summarization,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
tell me about the roman empire,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
tell me about the tang dynasty,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
investigate the request timeout during peak traffic,investigate,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
who is pablo picasso,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
give me an overview of the container runtime health,summarization,pipeline,1,level5_base,0,0,0,0,0,1,0,0,0,0,0
tell me about the byzantine empire,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
apply the cors policy update on the gateway,execution,unknown,1,level5_base,0,0,0,0,0,0,1,1,1,0,0
configure the pgbouncer pool size,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,1,0,0
tell me about thunderstorms,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
configure the topology spread constraints,execution,metric,1,level5_base,0,0,1,0,0,0,0,0,1,0,0
investigate the frequent oom kills in the sidecar,investigate,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
how do tides work,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
configure the connection timeout to 30 seconds,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,1,0,0
give me a summary of the compute reservation coverage,summarization,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
who is wassily kandinsky,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
what is the milky way galaxy,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
trigger the failback to the primary region,execution,service,1,level5_base,0,1,0,0,0,0,0,0,1,0,0
update the helm chart values and upgrade release,execution,pipeline,1,level5_base,0,0,0,0,0,1,0,0,0,0,0
why are there duplicate messages in the event stream,investigate,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
how do I speak italian,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
what is a chromosomal mutation,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
summarize the uptime report for all critical services,summarization,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
tell me about the titanic,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
provide a recap of the patch compliance status,summarization,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
enable maintenance mode on the website,execution,service,1,level5_base,0,1,0,0,0,0,0,0,1,0,0
switch the routing policy to latency-based,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,1
give me a summary of the chaos experiment outcomes,summarization,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
who is beethoven,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
what caused the spike in garbage collection time,investigate,service,1,level5_base,0,1,0,0,0,0,0,0,0,1,0
approve the manual gate in the release pipeline,execution,pipeline,1,level5_base,0,0,0,0,0,1,0,1,0,0,0
give me an overview of the secret management compliance,summarization,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
tell me about the great wall of china,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
scale down the stateful set to zero replicas,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,1,1,0
give me an overview of the fleet patching status,summarization,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
provide a summary of the ci cd pipeline performance,summarization,pipeline,1,level5_base,0,0,0,0,0,1,0,1,0,0,0
what is the history of tea,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
summarize the sla compliance for the past month,summarization,metric,1,level5_base,0,0,1,0,0,0,0,1,0,0,1
how do I meditate properly,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
summarize the write path latency breakdown by layer,summarization,unknown,1,level5_base,0,0,0,0,0,0,1,1,0,0,1
what is a light year,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
how do I speak japanese,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
enable open file cache on the web server,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,1,0,0
set up the service mesh mutual tls,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,1,0,0
what is astrophysics,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
give me a summary of the event-driven architecture reliability,summarization,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
what is the greenhouse effect,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
enable the geo-restriction policy on the cdn,execution,unknown,1,level5_base,0,0,0,0,0,0,1,0,1,0,0
who invented the printing press,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
give me an overview of the application security posture,summarization,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
evict stale entries from the distributed cache,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
what is the pythagorean theorem,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
how do I play the violin,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
restart service mesh,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,1,0,0
what caused the rollback to fail midway,investigate,service,1,level5_base,0,1,0,0,0,0,0,0,1,0,0
sync the parameter store values to the pods,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,0,0,0
how do I do yoga,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
check why the batch processing job is stuck,investigate,job,1,level5_base,0,0,0,0,1,0,0,1,0,0,0
tell me about the polynesian navigation,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
what is the longest river,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
provide a brief on the endpoint deprecation usage,summarization,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,1
flush all active user sessions from the cache,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
summarize the service mesh traffic routing changes,summarization,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
why is the bloom filter returning false positives,investigate,unknown,1,level5_base,0,0,0,0,0,0,1,0,0,0,0
who is stephen hawking,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
who is marco polo,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
what is the tallest building in the world,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
what is artificial intelligence,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
tell me about the french revolution,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
provide a recap of the change management decisions,summarization,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,0,0,0
what caused the deployment to break backward compatibility,investigate,pipeline,1,level5_base,0,0,0,0,0,1,0,1,0,0,0
give me a summary of the disk growth trends by volume,summarization,metric,1,level5_base,0,0,1,0,0,0,0,1,0,0,0
summarize service status,summarization,service,1,level5_base,0,1,0,0,0,0,0,1,0,0,0
tell me about the french impressionism,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
provide an overview of the deployment activity this sprint,summarization,pipeline,1,level5_base,0,0,0,0,0,1,0,1,0,0,0
tell me about rainforests,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
check what is causing the container image pull failure,investigate,pipeline,1,level5_base,0,0,0,0,0,1,0,0,0,1,0
give me an overview of the user-facing error rate trends,summarization,metric,1,level5_base,0,0,1,0,0,0,0,1,0,0,1
enable the continuous profiling on the service,execution,service,1,level5_base,0,1,0,0,0,0,0,1,1,0,0
summarize the inter-service call failure rates,summarization,service,1,level5_base,0,1,0,0,0,0,0,1,0,1,0
summarize the infrastructure readiness for the launch,summarization,unknown,1,level5_base,0,0,0,0,0,0,1,0,0,0,0
add the new disk to the lvm volume group,execution,metric,1,level5_base,0,0,1,0,0,0,0,1,0,0,0
how do birds navigate during migration,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
flush the connection state on the stateful firewall,execution,unknown,1,level5_base,0,0,0,0,0,0,1,0,0,0,0
investigate the evicted pods in the production namespace,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
enable the request coalescing on the cache layer,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,1,0,0
what is your favorite color,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
tell me about the sumerians,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
what is zoology,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
